311X29,311X30,311X31,311X32,311X99,311X100,311X187,311X188,261X373,261X374,261X559,261X560,261X745,261X746
20170727123518,20170727124025.0,20170727123425,20170727123937.0,20170727123609,20170727123548,20170727123613,20170727123609,20170727123627,20170727123614,20170727123633,20170727123627,20170727123646,20170727123633
20170727123425,20170727123739.0,20170727123329,20170727123649.0,20170727123519,20170727123459,20170727123523,20170727123519,20170727123537,20170727123524,20170727123544,20170727123537,20170727123557,20170727123544
20170727192423,NA,20170727192326,NA,20170727192525,20170727192505,20170727192529,20170727192525,20170727192543,20170727192530,20170727192550,20170727192543,20170727192603,20170727192550
20170727123838,NA,20170727123745,NA,20170727123941,20170727123921,20170727123945,20170727123941,20170727123959,20170727123946,20170727124006,20170727123959,20170727124019,20170727124006
20170727123747,20170727124114.0,20170727123651,20170727124017.0,20170727123840,20170727123820,20170727123844,20170727123840,20170727123858,20170727123845,20170727123905,20170727123858,20170727123918,20170727123905
20170718061607,20170718062325.0,20170718061511,20170718062235.0,20170718061718,20170718061658,20170718061722,20170718061718,20170718061736,20170718061723,20170718061743,20170718061736,20170718061756,20170718061743
20170727124311,20170727124817.0,20170727124213,20170727124726.0,20170727124359,20170727124339,20170727124403,20170727124359,20170727124417,20170727124404,20170727124424,20170727124417,20170727124437,20170727124424
20170718070409,20170718071130.0,20170718070313,20170718071040.0,20170718070524,20170718070504,20170718070528,20170718070524,20170718070543,20170718070529,20170718070549,20170718070543,20170718070602,20170718070549
20170727124211,20170727124526.0,20170727124118,20170727124434.0,20170727124301,20170727124241,20170727124305,20170727124301,20170727124319,20170727124306,20170727124326,20170727124319,20170727124339,20170727124326
20170727124627,NA,20170727124531,NA,20170727124728,20170727124708,20170727124732,20170727124728,20170727124746,20170727124733,20170727124753,20170727124746,20170727124806,20170727124753
20170727124528,20170727124903.0,20170727124436,20170727124809.0,20170727124618,20170727124558,20170727124622,20170727124618,20170727124636,20170727124623,20170727124643,20170727124636,20170727124656,20170727124643
20170730115633,20170730120005.0,20170730115543,20170730115915.0,20170730115722,20170730115702,20170730115726,20170730115722,20170730115740,20170730115727,20170730115747,20170730115740,20170730115800,20170730115747
20170728202735,20170728203305.0,20170728202637,20170728203216.0,20170728202830,20170728202810,20170728202834,20170728202830,20170728202848,20170728202835,20170728202855,20170728202848,20170728202908,20170728202855
20170728211340,20170728211655.0,20170728211245,20170728211558.0,20170728211432,20170728211411,20170728211436,20170728211432,20170728211450,20170728211437,20170728211456,20170728211450,20170728211510,20170728211456
20170802093107,20170802093511.0,20170802092940,20170802093423.0,20170802093224,20170802093204,20170802093229,20170802093224,20170802093243,20170802093230,20170802093249,20170802093243,20170802093303,20170802093249
20170801205728,20170801210112.0,20170801205632,20170801210009.0,20170801205832,20170801205812,20170801205837,20170801205833,20170801205851,20170801205837,20170801205857,20170801205851,20170801205910,20170801205857
20170804124556,20170804124951.0,20170804124440,20170804124903.0,20170804124716,20170804124655,20170804124720,20170804124716,20170804124734,20170804124721,20170804124741,20170804124734,20170804124754,20170804124741
20170804132827,20170804133214.0,20170804132628,20170804133126.0,20170804132943,20170804132922,20170804132947,20170804132943,20170804133001,20170804132948,20170804133008,20170804133001,20170804133021,20170804133008
20170802035206,20170802035533.0,20170802035109,20170802035444.0,20170802035309,20170802035249,20170802035314,20170802035309,20170802035328,20170802035314,20170802035334,20170802035328,20170802035347,20170802035334
20170802233720,20170802234132.0,20170802233554,20170802234043.0,20170802233838,20170802233818,20170802233842,20170802233838,20170802233856,20170802233843,20170802233903,20170802233856,20170802233916,20170802233903
20170802124627,20170802125007.0,20170802124535,20170802124902.0,20170802124728,20170802124707,20170802124732,20170802124728,20170802124746,20170802124733,20170802124752,20170802124746,20170802124806,20170802124752
20170803002043,20170803002403.0,20170803001814,20170803002315.0,20170803002145,20170803002124,20170803002149,20170803002145,20170803002203,20170803002150,20170803002209,20170803002203,20170803002223,20170803002210
20170731204024,NA,20170731203903,NA,20170731204142,20170731204122,20170731204147,20170731204143,20170731204201,20170731204147,20170731204207,20170731204201,20170731204220,20170731204207
20170731212347,NA,20170731212255,NA,20170731212447,20170731212427,20170731212451,20170731212447,20170731212505,20170731212452,20170731212512,20170731212505,20170731212525,20170731212512
20170730000225,20170730000741.0,20170730000130,20170730000653.0,20170730000320,20170730000300,20170730000324,20170730000320,20170730000338,20170730000325,20170730000345,20170730000338,20170730000358,20170730000345
20170730004414,20170730004743.0,20170730004321,20170730004643.0,20170730004517,20170730004457,20170730004521,20170730004517,20170730004535,20170730004522,20170730004541,20170730004535,20170730004554,20170730004542
20170730004745,20170730005103.0,20170730004654,20170730005002.0,20170730004833,20170730004813,20170730004838,20170730004833,20170730004852,20170730004839,20170730004858,20170730004852,20170730004912,20170730004858
20170727090639,20170727091201.0,20170727090546,20170727091109.0,20170727090807,20170727090747,20170727090811,20170727090807,20170727090825,20170727090812,20170727090832,20170727090825,20170727090845,20170727090832
20170729041019,20170729041349.0,20170729040923,20170729041248.0,20170729041120,20170729041100,20170729041124,20170729041120,20170729041138,20170729041125,20170729041144,20170729041138,20170729041157,20170729041144
20170727094921,20170727095318.0,20170727094829,20170727095224.0,20170727095029,20170727095009,20170727095033,20170727095029,20170727095047,20170727095034,20170727095054,20170727095047,20170727095107,20170727095054
20170729045557,20170729045929.0,20170729045505,20170729045839.0,20170729045646,20170729045625,20170729045650,20170729045646,20170729045704,20170729045651,20170729045710,20170729045704,20170729045724,20170729045711
20170731031531,20170731031943.0,20170731031406,20170731031855.0,20170731031648,20170731031627,20170731031652,20170731031648,20170731031706,20170731031653,20170731031712,20170731031706,20170731031725,20170731031712
20170731035940,20170731040324.0,20170731035848,20170731040221.0,20170731040042,20170731040022,20170731040046,20170731040042,20170731040100,20170731040047,20170731040107,20170731040100,20170731040120,20170731040107
20170728235752,NA,20170728235654,NA,20170728235840,20170728235820,20170728235844,20170728235840,20170728235858,20170728235845,20170728235905,20170728235858,20170728235918,20170728235905
20170729004331,20170729004647.0,20170729004240,20170729004548.0,20170729004421,20170729004400,20170729004425,20170729004421,20170729004439,20170729004426,20170729004445,20170729004439,20170729004459,20170729004445
20170727150638,20170727151008.0,20170727150540,20170727150909.0,20170727150738,20170727150718,20170727150742,20170727150738,20170727150756,20170727150743,20170727150802,20170727150756,20170727150815,20170727150802
20170727151105,20170727151609.0,20170727151012,20170727151520.0,20170727151155,20170727151135,20170727151159,20170727151155,20170727151213,20170727151200,20170727151220,20170727151213,20170727151233,20170727151220
20170806225432,20170806225938.0,20170806225336,20170806225848.0,20170806225522,20170806225502,20170806225526,20170806225522,20170806225540,20170806225527,20170806225547,20170806225540,20170806225600,20170806225547
20170806230125,20170806230437.0,20170806230028,20170806230342.0,20170806230215,20170806230155,20170806230220,20170806230216,20170806230234,20170806230220,20170806230240,20170806230234,20170806230254,20170806230240
20170805133042,20170805133359.0,20170805132949,20170805133300.0,20170805133130,20170805133110,20170805133134,20170805133130,20170805133148,20170805133135,20170805133155,20170805133148,20170805133208,20170805133155
20170802231733,20170802232120.0,20170802231640,20170802232012.0,20170802231823,20170802231803,20170802231827,20170802231823,20170802231841,20170802231828,20170802231848,20170802231841,20170802231901,20170802231848
20170805133501,20170805133833.0,20170805133404,20170805133732.0,20170805133558,20170805133538,20170805133602,20170805133558,20170805133616,20170805133603,20170805133623,20170805133616,20170805133636,20170805133623
20170805133402,20170805133736.0,20170805133309,20170805133645.0,20170805133445,20170805133425,20170805133449,20170805133446,20170805133504,20170805133450,20170805133510,20170805133504,20170805133524,20170805133510
20170805133142,20170805133650.0,20170805133045,20170805133601.0,20170805133228,20170805133208,20170805133232,20170805133228,20170805133246,20170805133233,20170805133253,20170805133246,20170805133306,20170805133253
20170805114927,NA,20170805114830,NA,20170805115016,20170805114956,20170805115020,20170805115016,20170805115034,20170805115021,20170805115041,20170805115034,20170805115054,20170805115041
20170805124117,20170805124716.0,20170805124021,20170805124537.0,20170805124202,20170805124142,20170805124207,20170805124203,20170805124220,20170805124208,20170805124227,20170805124220,20170805124240,20170805124227
20170804031912,NA,20170804031818,NA,20170804032016,20170804031956,20170804032020,20170804032016,20170804032035,20170804032021,20170804032041,20170804032035,20170804032054,20170804032041
20170802110112,20170802110528.0,20170802110017,20170802110439.0,20170802110216,20170802110156,20170802110220,20170802110216,20170802110234,20170802110221,20170802110241,20170802110234,20170802110254,20170802110241
20170804040425,20170804040810.0,20170804040330,20170804040707.0,20170804040527,20170804040507,20170804040531,20170804040527,20170804040545,20170804040532,20170804040552,20170804040545,20170804040607,20170804040552
20170803123334,NA,20170803123237,NA,20170803123436,20170803123416,20170803123441,20170803123437,20170803123455,20170803123441,20170803123501,20170803123455,20170803123514,20170803123501
20170802111338,20170802111750.0,20170802111222,20170802111701.0,20170802111458,20170802111438,20170802111502,20170802111458,20170802111516,20170802111503,20170802111523,20170802111516,20170802111536,20170802111523
20170802115735,20170802120116.0,20170802115638,20170802120017.0,20170802115839,20170802115819,20170802115843,20170802115839,20170802115857,20170802115844,20170802115904,20170802115857,20170802115917,20170802115904
20170806133947,20170806134301.0,20170806133851,20170806134204.0,20170806134039,20170806134018,20170806134043,20170806134039,20170806134057,20170806134044,20170806134104,20170806134057,20170806134117,20170806134104
20170805065035,NA,20170805064942,NA,20170805065136,20170805065116,20170805065140,20170805065136,20170805065154,20170805065141,20170805065201,20170805065154,20170805065214,20170805065201
20170805073620,20170805073944.0,20170805073523,20170805073848.0,20170805073713,20170805073653,20170805073717,20170805073713,20170805073731,20170805073718,20170805073738,20170805073731,20170805073751,20170805073738
20170805152419,20170805152744.0,20170805152322,20170805152650.0,20170805152512,20170805152451,20170805152516,20170805152512,20170805152530,20170805152517,20170805152537,20170805152530,20170805152550,20170805152537
20170805161625,NA,20170805161528,NA,20170805161712,20170805161652,20170805161716,20170805161712,20170805161730,20170805161717,20170805161737,20170805161730,20170805161750,20170805161737
20170806150109,20170806150434.0,20170806150014,20170806150339.0,20170806150200,20170806150140,20170806150204,20170806150200,20170806150219,20170806150205,20170806150225,20170806150219,20170806150239,20170806150225
20170806150630,20170806151135.0,20170806150535,20170806151046.0,20170806150720,20170806150700,20170806150724,20170806150720,20170806150738,20170806150725,20170806150745,20170806150738,20170806150758,20170806150745
20170806022345,20170806022851.0,20170806022249,20170806022759.0,20170806022436,20170806022416,20170806022440,20170806022436,20170806022454,20170806022441,20170806022500,20170806022454,20170806022513,20170806022500
20170806150531,20170806150847.0,20170806150440,20170806150747.0,20170806150620,20170806150559,20170806150624,20170806150620,20170806150638,20170806150625,20170806150645,20170806150638,20170806150658,20170806150645
20170802011858,20170802012300.0,20170802011733,20170802012211.0,20170802012017,20170802011957,20170802012022,20170802012017,20170802012036,20170802012022,20170802012042,20170802012036,20170802012055,20170802012042
20170807034514,20170807034842.0,20170807034424,20170807034743.0,20170807034619,20170807034559,20170807034623,20170807034619,20170807034637,20170807034624,20170807034643,20170807034637,20170807034656,20170807034644
20170801212741,20170801213124.0,20170801212646,20170801213023.0,20170801212845,20170801212825,20170801212850,20170801212846,20170801212904,20170801212851,20170801212910,20170801212904,20170801212924,20170801212910
20170805235610,20170806000119.0,20170805235519,20170806000031.0,20170805235701,20170805235641,20170805235705,20170805235701,20170805235719,20170805235706,20170805235726,20170805235719,20170805235738,20170805235726
20170806095759,20170806100129.0,20170806095702,20170806100028.0,20170806095900,20170806095840,20170806095904,20170806095900,20170806095918,20170806095905,20170806095925,20170806095918,20170806095938,20170806095925
20170804225429,20170804225758.0,20170804225333,20170804225659.0,20170804225530,20170804225510,20170804225534,20170804225530,20170804225548,20170804225535,20170804225555,20170804225548,20170804225608,20170804225555
20170804234021,20170804234355.0,20170804233929,20170804234302.0,20170804234109,20170804234049,20170804234113,20170804234109,20170804234128,20170804234114,20170804234134,20170804234128,20170804234147,20170804234134
20170731212904,20170731213307.0,20170731212739,20170731213219.0,20170731213022,20170731213002,20170731213026,20170731213022,20170731213040,20170731213027,20170731213047,20170731213040,20170731213100,20170731213047
20170803214838,NA,20170803214721,NA,20170803214957,20170803214936,20170803215001,20170803214957,20170803215015,20170803215002,20170803215021,20170803215015,20170803215034,20170803215021
20170807014606,20170807015032.0,20170807014324,20170807014956.0,20170807014756,20170807014736,20170807014800,20170807014756,20170807014814,20170807014801,20170807014821,20170807014814,20170807014834,20170807014821
20170731221305,20170731221648.0,20170731221208,20170731221545.0,20170731221406,20170731221346,20170731221410,20170731221406,20170731221424,20170731221411,20170731221431,20170731221424,20170731221444,20170731221431
20170807020406,20170807020830.0,20170807020122,20170807020758.0,20170807020556,20170807020536,20170807020600,20170807020556,20170807020614,20170807020601,20170807020621,20170807020614,20170807020634,20170807020621
20170803223223,20170803223605.0,20170803223128,20170803223504.0,20170803223326,20170803223306,20170803223330,20170803223326,20170803223344,20170803223331,20170803223351,20170803223344,20170803223404,20170803223351
20170805235043,20170805235417.0,20170805234952,20170805235324.0,20170805235131,20170805235111,20170805235135,20170805235131,20170805235150,20170805235136,20170805235156,20170805235150,20170805235210,20170805235156
20170807022204,20170807022628.0,20170807021925,20170807022556.0,20170807022354,20170807022334,20170807022358,20170807022354,20170807022412,20170807022359,20170807022419,20170807022412,20170807022432,20170807022419
20170807001930,20170807002248.0,20170807001834,20170807002147.0,20170807002022,20170807002002,20170807002026,20170807002022,20170807002041,20170807002027,20170807002047,20170807002041,20170807002101,20170807002047
20170807002345,20170807002712.0,20170807002252,20170807002613.0,20170807002449,20170807002428,20170807002453,20170807002449,20170807002507,20170807002453,20170807002513,20170807002507,20170807002526,20170807002513
20170807002255,20170807002619.0,20170807002158,20170807002524.0,20170807002345,20170807002325,20170807002349,20170807002345,20170807002404,20170807002350,20170807002410,20170807002404,20170807002424,20170807002410
20170727001527,20170727001858.0,20170727001433,20170727001758.0,20170727001621,20170727001601,20170727001625,20170727001622,20170727001639,20170727001626,20170727001646,20170727001639,20170727001659,20170727001646
20170803223728,20170803224147.0,20170803223609,20170803224057.0,20170803223848,20170803223828,20170803223852,20170803223848,20170803223906,20170803223853,20170803223913,20170803223906,20170803223926,20170803223913
20170803232116,20170803232500.0,20170803232023,20170803232351.0,20170803232215,20170803232155,20170803232219,20170803232215,20170803232233,20170803232220,20170803232240,20170803232233,20170803232253,20170803232240
20170731212739,20170731213120.0,20170731212642,20170731213020.0,20170731212842,20170731212821,20170731212846,20170731212842,20170731212900,20170731212847,20170731212907,20170731212900,20170731212920,20170731212907
20170731213244,20170731213706.0,20170731213126,20170731213615.0,20170731213404,20170731213344,20170731213408,20170731213404,20170731213422,20170731213409,20170731213429,20170731213422,20170731213442,20170731213429
20170731213124,20170731213509.0,20170731213031,20170731213400.0,20170731213223,20170731213203,20170731213227,20170731213223,20170731213241,20170731213228,20170731213248,20170731213241,20170731213301,20170731213248
20170731213638,NA,20170731213515,NA,20170731213758,20170731213738,20170731213802,20170731213758,20170731213816,20170731213803,20170731213823,20170731213816,20170731213836,20170731213823
20170731213515,NA,20170731213419,NA,20170731213617,20170731213557,20170731213621,20170731213617,20170731213636,20170731213622,20170731213642,20170731213636,20170731213655,20170731213642
20170731214019,20170731214437.0,20170731213859,20170731214349.0,20170731214137,20170731214117,20170731214141,20170731214137,20170731214155,20170731214142,20170731214201,20170731214155,20170731214215,20170731214202
20170731213857,NA,20170731213804,NA,20170731213956,20170731213936,20170731214000,20170731213956,20170731214014,20170731214001,20170731214021,20170731214015,20170731214034,20170731214021
20170806200500,20170806200833.0,20170806200407,20170806200740.0,20170806200547,20170806200527,20170806200551,20170806200547,20170806200605,20170806200552,20170806200612,20170806200605,20170806200625,20170806200612
20170731214410,20170731214815.0,20170731214247,20170731214725.0,20170731214530,20170731214510,20170731214534,20170731214530,20170731214548,20170731214535,20170731214555,20170731214548,20170731214608,20170731214555
20170806201024,20170806201536.0,20170806200934,20170806201448.0,20170806201116,20170806201056,20170806201120,20170806201116,20170806201134,20170806201121,20170806201141,20170806201134,20170806201154,20170806201141
20170731214247,NA,20170731214150,NA,20170731214350,20170731214329,20170731214354,20170731214350,20170731214408,20170731214355,20170731214414,20170731214408,20170731214427,20170731214414
20170806201258,20170806201624.0,20170806201202,20170806201528.0,20170806201349,20170806201329,20170806201353,20170806201349,20170806201407,20170806201354,20170806201414,20170806201407,20170806201427,20170806201414
20170806201820,20170806202328.0,20170806201723,20170806202238.0,20170806201909,20170806201848,20170806201913,20170806201909,20170806201926,20170806201914,20170806201933,20170806201926,20170806201946,20170806201933
20170731214752,20170731215213.0,20170731214632,20170731215123.0,20170731214910,20170731214850,20170731214914,20170731214910,20170731214928,20170731214915,20170731214935,20170731214928,20170731214948,20170731214935
20170731214630,NA,20170731214537,NA,20170731214729,20170731214709,20170731214733,20170731214729,20170731214747,20170731214734,20170731214754,20170731214747,20170731214807,20170731214754
20170731215146,20170731215557.0,20170731215022,20170731215459.0,20170731215304,20170731215244,20170731215308,20170731215304,20170731215322,20170731215309,20170731215329,20170731215322,20170731215342,20170731215329
20170731215020,20170731215402.0,20170731214925,20170731215303.0,20170731215124,20170731215104,20170731215128,20170731215124,20170731215142,20170731215129,20170731215148,20170731215142,20170731215202,20170731215149
20170731215525,20170731215945.0,20170731215407,20170731215857.0,20170731215645,20170731215625,20170731215649,20170731215645,20170731215703,20170731215650,20170731215710,20170731215703,20170731215723,20170731215710
20170731215405,20170731215748.0,20170731215312,20170731215642.0,20170731215504,20170731215444,20170731215508,20170731215504,20170731215522,20170731215509,20170731215529,20170731215522,20170731215542,20170731215529
20170731215922,NA,20170731215754,NA,20170731220037,20170731220017,20170731220042,20170731220038,20170731220056,20170731220043,20170731220102,20170731220056,20170731220116,20170731220102
20170731215754,NA,20170731215659,NA,20170731215858,20170731215837,20170731215902,20170731215858,20170731215916,20170731215903,20170731215923,20170731215916,20170731215936,20170731215923
20170731220302,20170731220719.0,20170731220140,20170731220630.0,20170731220419,20170731220359,20170731220423,20170731220419,20170731220437,20170731220424,20170731220444,20170731220437,20170731220457,20170731220444
20170731220140,20170731220523.0,20170731220048,20170731220416.0,20170731220239,20170731220219,20170731220243,20170731220239,20170731220257,20170731220244,20170731220304,20170731220257,20170731220317,20170731220304
20170806022640,20170806023105.0,20170806022358,20170806023033.0,20170806022831,20170806022811,20170806022835,20170806022831,20170806022849,20170806022836,20170806022856,20170806022849,20170806022909,20170806022856
20170808093806,20170808094352.0,20170808093700,20170808094301.0,20170808093910,20170808093859,20170808093914,20170808093910,20170808093928,20170808093915,20170808093934,20170808093928,20170808093947,20170808093934
20170808093658,20170808094244.0,20170808093602,20170808094155.0,20170808093803,20170808093753,20170808093807,20170808093803,20170808093822,20170808093808,20170808093828,20170808093822,20170808093842,20170808093828
20170808094141,20170808094622.0,20170808094044,20170808094502.0,20170808094241,20170808094231,20170808094245,20170808094241,20170808094259,20170808094246,20170808094306,20170808094259,20170808094319,20170808094306
20170802012115,20170802012500.0,20170802012023,20170802012353.0,20170802012217,20170802012157,20170802012221,20170802012217,20170802012235,20170802012222,20170802012241,20170802012235,20170802012255,20170802012242
20170808010014,20170808010455.0,20170808005919,20170808010350.0,20170808010104,20170808010054,20170808010108,20170808010104,20170808010123,20170808010109,20170808010130,20170808010123,20170808010143,20170808010130
20170808010335,20170808010913.0,20170808010230,20170808010824.0,20170808010425,20170808010415,20170808010445,20170808010425,20170808010458,20170808010446,20170808010505,20170808010458,20170808010518,20170808010505
20170808010227,20170808010805.0,20170808010123,20170808010622.0,20170808010318,20170808010308,20170808010323,20170808010319,20170808010337,20170808010323,20170808010344,20170808010337,20170808010357,20170808010344
20170808013428,20170808013822.0,20170808013322,20170808013726.0,20170808013533,20170808013523,20170808013537,20170808013533,20170808013551,20170808013538,20170808013558,20170808013551,20170808013611,20170808013558
20170808013322,20170808013735.0,20170808013227,20170808013645.0,20170808013426,20170808013416,20170808013430,20170808013426,20170808013445,20170808013431,20170808013452,20170808013445,20170808013505,20170808013452
20170808013536,20170808013908.0,20170808013430,20170808013816.0,20170808013640,20170808013630,20170808013644,20170808013640,20170808013659,20170808013645,20170808013706,20170808013659,20170808013719,20170808013706
20170807054006,NA,20170807053724,NA,20170807054156,20170807054136,20170807054200,20170807054156,20170807054214,20170807054201,20170807054221,20170807054214,20170807054234,20170807054221
20170807132122,20170807132528.0,20170807131858,20170807132456.0,20170807132251,20170807132241,20170807132255,20170807132251,20170807132309,20170807132256,20170807132316,20170807132309,20170807132329,20170807132316
20170807052922,20170807053347.0,20170807052638,20170807053311.0,20170807053110,20170807053050,20170807053114,20170807053110,20170807053128,20170807053115,20170807053134,20170807053128,20170807053148,20170807053135
20170808202107,20170808202549.0,20170808202014,20170808202501.0,20170808202157,20170808202147,20170808202201,20170808202157,20170808202215,20170808202202,20170808202222,20170808202215,20170808202235,20170808202222
20170808202021,20170808202439.0,20170808201927,20170808202335.0,20170808202110,20170808202100,20170808202114,20170808202110,20170808202129,20170808202115,20170808202136,20170808202129,20170808202149,20170808202136
20170808202320,20170808202825.0,20170808202218,20170808202735.0,20170808202428,20170808202418,20170808202433,20170808202429,20170808202446,20170808202433,20170808202453,20170808202446,20170808202506,20170808202453
20170726002947,20170726003315.0,20170726002854,20170726003215.0,20170726003049,20170726003029,20170726003053,20170726003049,20170726003107,20170726003054,20170726003114,20170726003107,20170726003127,20170726003114
20170726011539,20170726011902.0,20170726011442,20170726011808.0,20170726011631,20170726011611,20170726011635,20170726011631,20170726011649,20170726011636,20170726011656,20170726011649,20170726011709,20170726011656
20170808002154,20170808002739.0,20170808002048,20170808002649.0,20170808002300,20170808002250,20170808002304,20170808002300,20170808002318,20170808002305,20170808002325,20170808002318,20170808002338,20170808002325
20170807061228,20170807061655.0,20170807060948,20170807061621.0,20170807061418,20170807061357,20170807061422,20170807061418,20170807061436,20170807061423,20170807061442,20170807061436,20170807061456,20170807061442
20170807061040,20170807061502.0,20170807060757,20170807061430.0,20170807061230,20170807061210,20170807061234,20170807061230,20170807061248,20170807061235,20170807061254,20170807061248,20170807061308,20170807061254
20170807061606,20170807062031.0,20170807061322,20170807061957.0,20170807061753,20170807061733,20170807061757,20170807061753,20170807061811,20170807061758,20170807061818,20170807061811,20170807061831,20170807061818
20170808214411,20170808214855.0,20170808214319,20170808214805.0,20170808214459,20170808214449,20170808214503,20170808214459,20170808214517,20170808214504,20170808214523,20170808214517,20170808214535,20170808214523
20170808214324,20170808214745.0,20170808214229,20170808214640.0,20170808214412,20170808214402,20170808214416,20170808214412,20170808214431,20170808214417,20170808214437,20170808214431,20170808214451,20170808214437
20170808214624,20170808215129.0,20170808214524,20170808215040.0,20170808214729,20170808214719,20170808214733,20170808214729,20170808214747,20170808214734,20170808214753,20170808214747,20170808214806,20170808214753
20170807130503,20170807130909.0,20170807130241,20170807130835.0,20170807130633,20170807130623,20170807130637,20170807130633,20170807130651,20170807130638,20170807130658,20170807130651,20170807130711,20170807130658
20170725000856,20170725001322.0,20170725000611,20170725001248.0,20170725001046,20170725001026,20170725001050,20170725001046,20170725001104,20170725001051,20170725001111,20170725001104,20170725001124,20170725001111
20170725005030,NA,20170725004747,NA,20170725005218,20170725005158,20170725005222,20170725005218,20170725005237,20170725005223,20170725005243,20170725005237,20170725005257,20170725005243
20170806025901,20170806030325.0,20170806025619,20170806030251.0,20170806030052,20170806030032,20170806030056,20170806030052,20170806030110,20170806030057,20170806030116,20170806030110,20170806030130,20170806030116
20170807013854,20170807014320.0,20170807013614,20170807014245.0,20170807014045,20170807014025,20170807014049,20170807014045,20170807014103,20170807014050,20170807014110,20170807014103,20170807014123,20170807014110
20170806034023,20170806034447.0,20170806033742,20170806034414.0,20170806034212,20170806034152,20170806034216,20170806034212,20170806034230,20170806034217,20170806034237,20170806034230,20170806034250,20170806034237
20170808103704,20170808104142.0,20170808103613,20170808104054.0,20170808103751,20170808103741,20170808103755,20170808103751,20170808103809,20170808103756,20170808103815,20170808103809,20170808103828,20170808103815
20170807132301,20170807132746.0,20170807132154,20170807132655.0,20170807132405,20170807132355,20170807132409,20170807132405,20170807132423,20170807132410,20170807132430,20170807132423,20170807132443,20170807132430
20170726005207,20170726005540.0,20170726005114,20170726005448.0,20170726005256,20170726005236,20170726005300,20170726005256,20170726005314,20170726005301,20170726005321,20170726005314,20170726005334,20170726005321
20170807133509,20170807134011.0,20170807133416,20170807133837.0,20170807133600,20170807133550,20170807133604,20170807133600,20170807133619,20170807133605,20170807133626,20170807133619,20170807133639,20170807133626
20170808103617,20170808104033.0,20170808103521,20170808103930.0,20170808103704,20170808103654,20170808103708,20170808103704,20170808103722,20170808103709,20170808103729,20170808103722,20170808103743,20170808103729
20170807133715,20170807134245.0,20170807133610,20170807134133.0,20170807133817,20170807133807,20170807133821,20170807133817,20170807133835,20170807133822,20170807133842,20170807133836,20170807133856,20170807133842
20170808103915,20170808104415.0,20170808103814,20170808104326.0,20170808104020,20170808104010,20170808104024,20170808104020,20170808104038,20170808104025,20170808104045,20170808104038,20170808104058,20170808104045
20170806034544,20170806035008.0,20170806034304,20170806034934.0,20170806034735,20170806034715,20170806034739,20170806034735,20170806034753,20170806034740,20170806034800,20170806034753,20170806034813,20170806034800
20170806042705,NA,20170806042424,NA,20170806042854,20170806042834,20170806042858,20170806042854,20170806042912,20170806042859,20170806042918,20170806042912,20170806042932,20170806042919
20170802052916,20170802053314.0,20170802052750,20170802053225.0,20170802053036,20170802053016,20170802053041,20170802053036,20170802053054,20170802053041,20170802053101,20170802053055,20170802053114,20170802053101
20170802061149,20170802061537.0,20170802060953,20170802061448.0,20170802061306,20170802061246,20170802061310,20170802061306,20170802061324,20170802061311,20170802061331,20170802061324,20170802061344,20170802061331
20170809103217,20170809103624.0,20170809103107,20170809103536.0,20170809103346,20170809103335,20170809103350,20170809103346,20170809103404,20170809103351,20170809103410,20170809103404,20170809103423,20170809103410
20170809103111,20170809103452.0,20170809103015,20170809103402.0,20170809103215,20170809103205,20170809103219,20170809103215,20170809103233,20170809103220,20170809103240,20170809103233,20170809103253,20170809103240
20170809103521,20170809103921.0,20170809103312,20170809103833.0,20170809103625,20170809103615,20170809103629,20170809103625,20170809103643,20170809103630,20170809103650,20170809103643,20170809103703,20170809103650
20170806021034,20170806021408.0,20170806020943,20170806021315.0,20170806021124,20170806021104,20170806021128,20170806021124,20170806021143,20170806021129,20170806021149,20170806021143,20170806021203,20170806021149
20170804043830,20170804044214.0,20170804043737,20170804044106.0,20170804043929,20170804043909,20170804043934,20170804043930,20170804043948,20170804043935,20170804043954,20170804043948,20170804044008,20170804043954
20170811053021,20170811053431.0,20170811052903,20170811053356.0,20170811053136,20170811053126,20170811053141,20170811053137,20170811053210,20170811053142,20170811053216,20170811053210,20170811053230,20170811053216
20170804045429,20170804045746.0,20170804045158,20170804045658.0,20170804045530,20170804045510,20170804045534,20170804045530,20170804045548,20170804045535,20170804045555,20170804045548,20170804045608,20170804045555
20170811052922,20170811053247.0,20170811052829,20170811053215.0,20170811052959,20170811052949,20170811053003,20170811052959,20170811053017,20170811053004,20170811053024,20170811053017,20170811053037,20170811053024
20170811053341,20170811053752.0,20170811053100,20170811053715.0,20170811053507,20170811053457,20170811053511,20170811053507,20170811053525,20170811053512,20170811053532,20170811053525,20170811053545,20170811053532
20170808220333,20170808220838.0,20170808220242,20170808220703.0,20170808220425,20170808220415,20170808220429,20170808220425,20170808220443,20170808220430,20170808220450,20170808220443,20170808220504,20170808220450
20170809164341,20170809164743.0,20170809164148,20170809164655.0,20170809164445,20170809164435,20170809164449,20170809164446,20170809164503,20170809164450,20170809164510,20170809164503,20170809164523,20170809164510
20170809041747,20170809042230.0,20170809041656,20170809042141.0,20170809041837,20170809041827,20170809041841,20170809041837,20170809041855,20170809041842,20170809041902,20170809041855,20170809041915,20170809041902
